Sentence
 roubo;O
 de;O
 carro;O
 ,;O
 assaltos;O
"
"Trafico;O
 de;O
 drogas;O
 ,;O
 no;O
 Morro;LOCATION
 do;O
 pires;O
 .;O
 Subam;O
 pela;O
 rua;O
 padre;PERSON
 angelo;O
 bruno;PERSON
 No;O
 bairro;LOCATION
 da;O
 engenhoca;O
 .;O
 E;O
 subam;O
 tambem;O
 pela;O
 travessa;O
 peçanha;O
 no;O
 barreto;O
 ai;O
 vcs;O
 vao;O
 encurralar;O
 .;O
 Fiquem;O
 tranquilos;O
 nao;O
 tem;O
 fuzil;O
 so;O
 pistolas;O
"
"Esse;O
 é;O
 o;O
 batata;O
 no;O
 vídeo;O
 mascarado;O
 o;O
 gordo;O
 moreno;PERSON
 ele;O
 é;O
 matador;O
 foi;O
 responsável;O
 pelas;O
 7;O
 morte;O
 esse;O
 ano;O
 no;O
 pantanal;LOCATION
 vila;O
 rosário;O
 em;O
 Caxias;LOCATION
 ele;O
 foi;O
 matar;O
 um;O
 jovem;PERSON
 em;O
 casa;LOCATION
 na;O
 vila;O
 rosário;O
"
"Boa;O
 Tarde;O
 Hoje;O
 no;O
 morro;LOCATION
 São;O
 José;O
 na;O
 praça;LOCATION
 seca;O
 existe;O
 na;O
 realidade;O
 é;O
 um;O
 QG;O
 ,;O
 do;O
 comando;O
 vermelho;O
 no;O
 toco;O
 do;O
 morro;LOCATION
 ,;O
 cujo;O
 a;O
 rota;O
 é;O
 feita;O
 vila;LOCATION
 vila;LOCATION
 alta;O
 número;O
 557;O
 da;O
 rua;LOCATION
 maranga;O
"
"Eles;O
 roubado;O
 relógios;O
 rua;O
 dona;PERSON
 nove;O
 124;O
"
"Boa;O
 tarde;O
 sou;O
 agente;O
 penitenciário;O
 esta;O
 acontecendo;O
 uns;O
 roubos;O
 a;O
 trausentes;O
 E;O
 a;O
 veículos;O
 aqui;O
 em;O
 Cpo;O
 grande;O
 bairro;LOCATION
 agulhas;O
 negras;O
 CEP;ORGANIZATION
 23042500;O
 e;O
 TB;O
 no;O
 bairro;LOCATION
 Brito;LOCATION
 .;O
"
"Uma;O
 casa;LOCATION
 no;O
 Rio;O
 Comprido;O
 onde;O
 moram;O
 usuários;PERSON
 de;O
 drogas;O
 ,;O
 lá;O
 tem;O
 bastante;O
 maconha;O
 os;O
 usuários;PERSON
 são;O
 Charles;PERSON
 ,;O
 um;O
 homem;PERSON
 com;O
 o;O
 apelido;O
 de;O
 Dinho;PERSON
 ,;O
 Ricardo;PERSON
 e;O
 a;O
 dona;PERSON
 da;O
 casa;LOCATION
 que;O
 é;O
 mãe;PERSON
 do;O
 Charles;PERSON
 e;O
 avó;PERSON
 do;O
 Dinho;PERSON
 e;O
 Ricardo;PERSON
 na;O
 maioria;O
 das;O
 vezes;O
 é;O
 ela;O
 quem;O
 compra;O
 a;O
 droga;O
 leva;O
 pra;O
 casa;LOCATION
 e;O
 divide;O
 com;O
 a;O
 família;PERSON
 o;O
 nome;O
 dela;O
 é;O
 Iraci;O
 Figueiredo;O
 seu;O
 filho;PERSON
 é;O
 Charles;PERSON
 Figueiredo;O
"
"RUA;O
 ARISTIDES;O
 CAIRES-;O
 MEIER;O
 RUA;O
 DO;O
 COLÉGIO;ORGANIZATION
 IMACULADA;O
 INDIVÍDUOS;O
 PASSAM;O
 E;O
 LEVAM;O
 CELULAR;O
 DAS;O
 CRIANÇAS;PERSON
 QUE;O
 SAEM;O
 DO;O
 COLÉGIO;ORGANIZATION
"
"Automóvel;O
 GM;ORGANIZATION
 vermelho;O
 kadett;O
 1992;O
 placa;O
 uf;O
 AM-LJE-4903;O
 furtado;O
 no;O
 dia;O
 18/04/17;O
 entre;O
 10;O
 :;O
 30;O
 e;O
 11;O
 :;O
 00;O
 horas;O
 na;O
 travessa;O
 brandura;O
 100;O
 ,;O
 vila;O
 da;O
 penha;O
 ,;O
 RJ;LOCATION
 suspeito;O
 de;O
 ter;O
 sido;O
 adulterado;O
 e;O
 estar;O
 sendo;O
 vendido;O
 com;O
 a;O
 seguinte;O
 placa;O
 KNA-2790;ORGANIZATION
 na;O
 Avenida;O
 Antenornavarro;O
 709;O
 ou;O
 729;O
 em;O
 Brásdepina;O
 em;O
 uma;O
 oficina;LOCATION
 ao;O
 lado;O
 de;O
 um;O
 pet;O
 .;O
"
"Uso;O
 de;O
 drogas;O
 em;O
 um;O
 depósito;O
 clandestino;O
 dos;O
 barraqueiros;PERSON
 da;O
 passarela;LOCATION
 da;O
 barra;O
 que;O
 fica;O
 do;O
 lado;O
 da;O
 minha;O
 casa;LOCATION
 .;O
 Além;O
 do;O
 Uso;O
 de;O
 drogas;O
 o;O
 ambiente;O
 é;O
 imundo;O
 com;O
 animais;O
 junto;O
 às;O
 barraquinhas;O
 de;O
 comida;O
 e;O
 bebida;O
"
"4;O
 157;O
 estao;O
 fazendo;O
 terror;O
 em;O
 .;O
 tomazinho;O
 .;O
 .;O
 nao;O
 aguentamos;O
 mais;O
 a;O
 polícia;ORGANIZATION
 tem;O
 que;O
 tomar;O
 uma;O
 providência;O
 eles;O
 guardam;O
 e;O
 roubam;O
 os;O
 pertences;O
 nessa;O
 casa;LOCATION
 .;O
"
"Fábrica;ORGANIZATION
 de;O
 balões;O
 crandestino;O
 e;O
 venda;O
 de;O
 pássaros;O
 silvestres;O
 .;O
 Já;O
 funciona;O
 algum;O
 tempo;O
 .;O
 Pega;O
 os;O
 pássaros;O
 da;O
 natureza;O
 e;O
 revende;O
 .;O
 Faz;O
 balões;O
 para;O
 uso;O
 e;O
 venda;O
 .;O
 Já;O
 alguns;O
 anos;O
"
"Venda;O
 de;O
 bebidas;O
 alcoólicas;O
 para;O
 menores;O
"
"Tráfico;O
 de;O
 drogas;O
 com;O
 cinco;O
 homens;PERSON
 ,;O
 sem;O
 armas;O
 todo;O
 dias;O
 depois;O
 de;O
 21h;O
"
"jovem;PERSON
 assassinado;O
 em;O
 queimados;O
 Saindo;O
 de;O
 uma;O
 festa;O
 jovem;PERSON
 era;O
 trabalhador;PERSON
 Nome;LOCATION
 do;O
 jovem;PERSON
 :;O
 Filipe;O
 Florisbela;O
 Foi;O
 executado;O
 com;O
 diversos;O
 disparos;O
 de;O
 arma;O
 de;O
 fogo;O
"
"Tem;O
 uma;O
 moto;O
 roubada;O
 aqui;O
 na;O
 minha;O
 porta;O
"
"Tráfico;O
 e;O
 consumo;O
 de;O
 drogas;O
 diariamente;O
 a;O
 noite;O
 .;O
 Esta;O
 virando;O
 rotina;O
 todas;O
 as;O
 sextas-feiras;O
 baile;O
 funk;O
 com;O
 som;O
 alto;O
 e;O
 venda;O
 e;O
 consumo;O
 de;O
 drogas;O
 .;O
"
"bandidos;PERSON
 promovem;O
 baile;O
 funk;O
 toda;O
 6;O
 feira;O
 e;O
 vendem;O
 drogas;O
 e;O
 desfilam;O
 armados;O
 e;O
 montam;O
 barricada;O
"
"Jovens;PERSON
 armados;O
 voltam;O
 aos;O
 poucos;O
 a;O
 retomar;O
 as;O
 atividades;O
 de;O
 venda;O
 de;O
 drogas;O
 na;O
 favelinha;O
 no;O
 vila;O
 3;O
 ,;O
 na;O
 rua;O
 aldrovando;O
 pena;O
 esquina;O
 com;O
 nonato;O
 farias;O
 ,;O
 estão;O
 pulando;O
 no;O
 quintal;LOCATION
 dos;O
 moradores;PERSON
 da;O
 aldrovando;O
 ,;O
 da;O
 nonato;O
 pra;O
 cima;O
 para;O
 se;O
 esconder;O
 ,;O
 inclusive;O
 peço;O
 aos;O
 Senhores;O
 policiais;PERSON
 que;O
 entendam;O
 que;O
 não;O
 temos;O
 escolha;O
 se;O
 os;O
 confrontarmos;O
 sabem;O
 o;O
 que;O
 acontece;O
 somos;O
 obrigados;O
 a;O
 fingir;O
 que;O
 não;O
 nos;O
 importamos;O
 isso;O
 não;O
 significa;O
 que;O
 vamos;O
 esconder;O
 as;O
 drogas;O
 e;O
 as;O
 armas;O
 mas;O
 infelizmente;O
 se;O
 eles;O
 escondem;O
 não;O
 podemos;O
 mandar;O
 tirar;O
 o;O
 máximo;O
 que;O
 podemos;O
 fazer;O
 é;O
 pedir;O
 com;O
 muita;O
 educação;O
 para;O
 que;O
 não;O
 nos;O
 exponham;O
 ,;O
 entendam;O
 o;O
 nosso;O
 lado;O
 somos;O
 muitas;O
 vezes;O
 idosos;PERSON
 e;O
 a;O
 única;O
 arma;O
 que;O
 temos;O
 são;O
 vocês;O
 a;O
 quem;O
 sequer;O
 podemos;O
 nos;O
 dirigir;O
 pois;O
 alguém;PERSON
 sempre;O
 vê;O
 e;O
 acaba;O
 inventando;O
 história;O
 que;O
 termina;O
 muito;O
 mal;O
 ,;O
 se;O
 não;O
 fosse;O
 esse;O
 canal;ORGANIZATION
 seríamos;O
 como;O
 órfãos;ORGANIZATION
 ,;O
 eles;O
 ficam;O
 no;O
 bar;LOCATION
 da;O
 nonato;O
 se;O
 fingindo;O
 de;O
 morador;PERSON
 ,;O
 além;O
 de;O
 terem;O
 uma;O
 outra;O
 boca;O
 na;O
 rua;O
 rio;O
 Araguaia;O
 ,;O
 que;O
 eles;O
 chamam;O
 de;O
 Flamengo;ORGANIZATION
"
"Veículos;O
 Roubados;O
 com;O
 documentos;O
 do;O
 proprietário;PERSON
 no;O
 local;LOCATION
"
"Visão;O
 própria;O
 escura;O
 quando;O
 induzido;O
 à;O
 delitos;O
 ,;O
 ilícitos;PERSON
 ou;O
 indignidades;O
 .;O
 Quando;O
 sem;O
 baixa;O
 resistência;O
 ocupo-me;O
 com;O
 mente;O
 no;O
 YouTube;ORGANIZATION
 e;O
 Facebook;ORGANIZATION
 desta;O
 conta;O
 de;O
 email;O
 :;O
 luciocllima;O
 .;O
 riorj@gmail;O
 .;O
 com;O
 Indivíduo;PERSON
 com;O
 anestesia;O
 emocional;O
 como;O
 antigo;O
 e;O
 primeiro;O
 Lúcio;O
 Cláudio;O
 Lima;O
 no;O
 antigo;O
 Morro;O
 Casa;O
 Branca;O
 acesso;O
 R;O
 .;O
 São;O
 Miguel;O
 118/130;O
 Marechal;O
 Trompovisky;O
 próximo;O
 Av;ORGANIZATION
 .;O
 Maracanã;O
 Tijuca;O
 .;O
"
"Tem;O
 duas;O
 motos;O
 roubadas;O
 na;O
 rua;O
 tupinambás;O
 108;O
 ,;O
 moqueta;O
 ,;O
 nova;O
 Iguaçu;LOCATION
 uma;O
 Honda;ORGANIZATION
 biz;O
 sem;O
 placa;O
 é;O
 uma;O
 Suzuki;ORGANIZATION
 ambas;O
 de;O
 cor;O
 cinza;O
 todas;O
 as;O
 duas;O
 encontra;O
 se;O
 agora;O
 nesse;O
 endereço;O
"
""";O
 RELATA;O
 QUE;O
 O;O
 TRAFICANTE;ORGANIZATION
 "";O
 "";O
 COROA;O
 "";O
 "";O
 ,;O
 CHEFE;O
 DO;O
 TRÁFICO;O
 DA;O
 BARÃO;LOCATION
 ,;O
 NA;O
 PRAÇA;O
 SECA;O
 ,;O
 DETERMINOU;O
 QUE;O
 O;O
 TRAFICANTE;ORGANIZATION
 PATRICK;O
 NASCIMENTO;O
 ASSASSINASSE;O
 UM;O
 MOTOTAXI;O
 QUE;O
 ERA;O
 MORADOR;PERSON
 DA;O
 COMUNIDADE;O
 DA;O
 CHACRINHA;O
 .;O
 INFORMA;O
 QUE;O
 COROA;O
 DETERMINOU;O
 QUE;O
 NINGUÉM;PERSON
 QUE;O
 MORA;O
 NA;O
 CHACRINHA;O
 PODE;O
 IR;O
 NA;O
 BARÃO;LOCATION
 OU;O
 PASSAR;O
 PRÓXIMO;O
 .;O
 JÁ;PERSON
 É;O
 O;O
 SEGUNDO;O
 MOTOTAXI;O
 DA;O
 CHACRINHA;O
 QUE;O
 É;O
 MORTO;O
 NA;O
 BARÃO;LOCATION
 NOS;O
 ÚLTIMOS;O
 DOIS;O
 ANOS;O
 .;O
 ALÉM;O
 DESSES;O
 CRIMES;O
 NA;O
 PRAÇA;O
 SECA;O
 ,;O
 PATRICK;O
 TAMBÉM;O
 ESTÁ;O
 ENVOLVIDO;O
 NA;O
 MORTE;O
 DO;O
 MOTOTAXISTA;O
 DA;O
 TAQUARA;LOCATION
 ,;O
 OCORRIDA;O
 EM;O
 SETEMBRO;O
 DE;O
 2014;O
 .;O
 "";O
"
"Morei;O
 na;O
 nova;O
 Holanda;ORGANIZATION
 A;O
 policia;ORGANIZATION
 as;O
 sextas;O
 feira;O
 a;O
 noite;O
 andava;O
 com;O
 os;O
 caveroes;O
 até;O
 o;O
 trafico;O
 pagar;O
 o;O
 arrego;O
 e;O
 o;O
 baile;O
 começava;O
 ,;O
 o;O
 jogador;PERSON
 de;O
 futebol;O
 imperador;PERSON
 junto;O
 com;O
 o;O
 líder;PERSON
 do;O
 trafico;O
 moto;O
 boy;O
 com;O
 churrasco;O
 recebia;O
 os;O
 bandidos;PERSON
 que;O
 viam;O
 da;O
 favela;LOCATION
 da;O
 mangueira;O
 quem;O
 não;O
 sabe;O
 que;O
 o;O
 verdadeiro;O
 dono;PERSON
 da;O
 favela;LOCATION
 é;O
 o;O
 imperador;PERSON
 ?;O
 O;O
 trafico;O
 em;O
 geral;O
 tem;O
 seus;O
 verdadeiros;O
 donos;ORGANIZATION
 ,;O
 eu;O
 era;O
 dono;PERSON
 de;O
 uma;O
 empresa;ORGANIZATION
 que;O
 instalava;O
 antenas;O
 da;O
 SKY;ORGANIZATION
 e;O
 as;O
 vezes;O
 eu;O
 era;O
 obrigado;O
 a;O
 colocar;O
 para;O
 traficantes;PERSON
 para;O
 depois;O
 eles;O
 levarem;O
 os;O
 aparelhos;O
 para;O
 outros;O
 estados;ORGANIZATION
 pois;O
 assim;O
 eles;O
 viam;O
 as;O
 informações;O
 do;O
 RJ;O
 TV;O
 a;O
 onde;O
 eles;O
 iam;O
 ,;O
 tem;O
 noticias;O
 que;O
 ouvia;O
 que;O
 drogas;O
 e;O
 armas;O
 entram;O
 e;O
 andam;O
 no;O
 Brasil;LOCATION
 com;O
 carro;O
 fortes;O
 e;O
 nem;O
 quem;O
 transportam;O
 sabem;O
 o;O
 que;O
 carregam;O
 ,;O
 como;O
 que;O
 eu;O
 sei;O
 dessas;O
 coisas;O
 e;O
 que;O
 ficheiros;O
 e;O
 juízes;PERSON
 e;O
 empresários;PERSON
 são;O
 os;O
 verdadeiros;O
 traficantes;PERSON
 ?;O
 E;O
 o;O
 que;O
 acontecem;O
 nos;O
 bailes;O
 com;O
 sexo;O
 livre;O
 e;O
 artistas;PERSON
 e;O
 menores;O
 e;O
 gente;PERSON
 da;O
 alta;O
 sociedade;PERSON
 nesses;O
 bailes;O
 agregado;O
 com;O
 crianças;PERSON
 e;O
 orgias;O
 e;O
 eu;O
 estou;O
 falando;O
 apenas;O
 de;O
 nova;O
 Holanda;ORGANIZATION
 .;O
"
""";O
 QUEM;O
 MATA;O
 POLICIAIS;O
 ,;O
 NUNCA;O
 SERÁ;O
 ESQUECIDO;O
 ,;O
 SERÃO;O
 CAÇADOS;O
 -;O
 Hoje;O
 são;O
 30/08/2017;O
 .;O
 "";O
 "";O
 matéria;O
 INVESTIGATIVA;O
 "";O
 "";O
 tráfico;O
 DE;O
 drogas;O
 E;O
 ASSASSINATOS;O
 DE;O
 POLICIAIS;O
 E;O
 CIVIS;O
 NO;O
 COMPLEXO;O
 DO;O
 CHAPADÃO;O
 ,;O
 CV;O
 .;O
 Leia;O
 até;O
 fim;O
 !;O
 Fonte;O
 :;O
 G1;O
 -;O
 1°;O
 "";O
 "";O
 A;O
 polícia;ORGANIZATION
 do;O
 Rio;LOCATION
 confirmou;O
 nesta;O
 terça-feira;O
 (;O
 20;O
 );O
 que;O
 o;O
 corpo;O
 carbonizado;O
 encontrado;O
 em;O
 Nova;O
 Iguaçu;O
 ,;O
 na;O
 baixada;LOCATION
 fluminense;LOCATION
 ,;O
 é;O
 do;O
 policial;O
 militar;O
 Neandro;PERSON
 dos;O
 Santos;O
 de;O
 Oliveira;O
 ,;O
 desaparecido;O
 desde;O
 o;O
 dia;O
 12;O
 de;O
 outubro;O
 de;O
 2015;O
 .;O
 "";O
 "";O
 2°;O
 "";O
 "";O
 No;O
 dia;O
 07;O
 de;O
 Agosto;O
 de;O
 2016;O
 dois;O
 jovens;PERSON
 ainda;O
 não;O
 identificados;O
 ,;O
 foram;O
 mortos;O
 ao;O
 saírem;O
 de;O
 um;O
 baile-funk;O
 na;O
 favela;LOCATION
 da;O
 linha;O
 na;O
 Pavuna;LOCATION
 "";O
 "";O
 -;O
 Poderia;O
 cita;O
 dezenas;O
 de;O
 crimes;O
 relacionados;O
 aos;O
 mesmos;O
 autores;PERSON
 :;O
 Jonas;PERSON
 Silva;O
 da;O
 Mata;O
 ,;O
 vulgo;O
 descontrolado;O
 ou;O
 DL;O
 ,;O
 Mário;O
 Jorge;O
 Cabral;O
 Pires;O
 ,;O
 vulgo;O
 Neguinho;PERSON
 e;O
 Cláudio;O
 Luiz;O
 De;O
 Lana;O
 Júnior;O
 ,;O
 vulgo;O
 Tela;PERSON
 .;O
 Esse;O
 dois;O
 últimos;O
 presos;PERSON
 em;O
 2012;O
 por;O
 tráfico;O
 ,;O
 associação;ORGANIZATION
 ao;O
 tráfico;O
 e;O
 porte;O
 de;O
 armas;O
 de;O
 uso;O
 exclusivo;O
 .;O
 Basta;O
 digita;O
 nome;O
 no;O
 Google;ORGANIZATION
 que;O
 verá;O
 uma;O
 matéria;O
 da;O
 Fonte;O
 :;O
 jornal;ORGANIZATION
 O;O
 dia;O
 .;O
 Como;O
 relatado;O
 em;O
 outras;O
 denúncias;O
 .;O
 .;O
 .;O
 Esses;O
 03;O
 (;O
 três;O
 );O
 indivíduos;PERSON
 são;O
 responsáveis;O
 pelo;O
 tráfico;O
 de;O
 drogas;O
 de;O
 dezenas;O
 de;O
 comunidades;LOCATION
 da;O
 baixada;LOCATION
 fluminense;LOCATION
 .;O
 Eles;O
 têm;O
 algo;O
 incomum;O
 .;O
 .;O
 .;O
 Uma;O
 pequena;O
 comunidade;PERSON
 na;O
 Pavuna;LOCATION
 ,;O
 chamada;O
 favela;LOCATION
 da;O
 linha;O
 ,;O
 onde;O
 os;O
 três;O
 iniciaram;O
 suas;O
 vidas;O
 criminosas;O
 e;O
 onde;O
 reside;O
 seus;O
 familiares;PERSON
 .;O
 .;O
 .;O
 Jonas;PERSON
 (;O
 DL;O
 );O
 passa;O
 maior;O
 parte;O
 do;O
 seu;O
 tempo;O
 dentro;O
 das;O
 comunidades;LOCATION
 do;O
 COMPLEXO;O
 do;O
 CHAPADÃO;O
 :;O
 Final;O
 Feliz;O
 ,;O
 Gogo;O
 de;O
 Guadalupe;O
 e;O
 Torres;PERSON
 .;O
 .;O
 .;O
 já;O
 o;O
 Mario;O
 Jorge;O
 (;O
 Neguinho;PERSON
 );O
 e;O
 Cláudio;O
 Luiz;O
 (;O
 Tela;PERSON
 );O
 ficam;O
 centralizados;O
 em;O
 comunidades;LOCATION
 da;O
 baixada;LOCATION
 .;O
 .;O
 .;O
 Chatuba;O
 ,;O
 Vila;O
 União;O
 ,;O
 Vila;O
 Humaita;O
 entre;O
 outras;O
 .;O
 .;O
 .;O
 -Porém;O
 !;O
 Tempo;O
 em;O
 tempo;O
 ,;O
 frequentam;O
 os;O
 bailes-funks;O
 realizamos;O
 todos;O
 os;O
 fiz;O
 de;O
 semana;O
 na;O
 favela;LOCATION
 da;O
 linha;O
 ,;O
 onde;O
 se;O
 sentem;O
 mais;O
 seguros;O
 ,;O
 em;O
 ter;O
 apoio;O
 de;O
 familiares;PERSON
 e;O
 alguns;O
 coleguinhas;PERSON
 ,;O
 para;O
 os;O
 esconderem;O
 em;O
 momentos;O
 difíceis;O
 .;O
 A;O
 mãe;PERSON
 do;O
 Jonas;PERSON
 (;O
 descontrolado;O
 );O
 residia;O
 (;O
 faleceu;O
 );O
 na;O
 rua;LOCATION
 Nina;O
 Ribeiro;O
 ,;O
 Fora;O
 da;O
 favela;LOCATION
 da;O
 linha;O
 ,;O
 porém;O
 existe;O
 um;O
 ponto;O
 de;O
 fuga;O
 ,;O
 por;O
 dentro;O
 de;O
 um;O
 conjunto;O
 de;O
 pequenos;O
 prédios;LOCATION
 ,;O
 que;O
 dá;O
 fundos;O
 para;O
 essa;O
 comunidade;PERSON
 e;O
 que;O
 os;O
 deixa;O
 na;O
 rua;LOCATION
 Nina;O
 Ribeiro;O
 próximo;O
 ao;O
 número;O
 640;O
 ao;O
 lado;O
 e;O
 casa;LOCATION
 da;O
 mãe;PERSON
 do;O
 mesmo;O
 .;O
 Mas;O
 !;O
 Geralmente;O
 ,;O
 eles;O
 recuam;O
 em;O
 direção;O
 contrária;O
 ao;O
 deslocamento;O
 policial;O
 .;O
 Por;O
 tanto;O
 !;O
 Apenas;O
 operações;O
 conjuntas;O
 ,;O
 vindo;O
 pelas;O
 seguintes;O
 ruas;LOCATION
 :;O
 inhumay;O
 (;O
 Pavuna;LOCATION
 );O
 /;O
 Domicilia;O
 César;O
 (;O
 Engenheiro;O
 Belford;O
 );O
 /;O
 Araguatins;LOCATION
 (;O
 Anchieta;LOCATION
 );O
 poderia;O
 prender;O
 um;O
 desses;O
 elementos;O
 .;O
 .;O
 .;O
 Serviço;O
 reservado;O
 P2;O
 já;O
 fez;O
 diversas;O
 operações;O
 sem;O
 sucesso;O
 ,;O
 pois;O
 eles;O
 colocam;O
 vários;O
 olheiros;O
 e;O
 buchas;O
 com;O
 pequenas;O
 quantidades;O
 de;O
 drogas;O
 à;O
 frente;O
 ,;O
 e;O
 eles;O
 ficam;O
 recuados;O
 na;O
 contenção;O
 .;O
 .;O
 .;O
 Fora;O
 que;O
 o;O
 tempo;O
 que;O
 puxaram;O
 de;O
 cadeia;O
 criou;O
 laços;O
 com;O
 grandes;O
 nomes;O
 do;O
 tráfico;O
 e;O
 que;O
 tem;O
 contatos;O
 com;O
 POLICIAIS;O
 corruptos;O
 ,;O
 principalmente;O
 do;O
 41°;O
 BPM;O
 ,;O
 onde;O
 os;O
 avisa;O
 sobre;O
 operações;O
 na;O
 área;LOCATION
 .;O
 No;O
 caso;O
 do;O
 PM;ORGANIZATION
 Neandro;PERSON
 ,;O
 ele;O
 foi;O
 capturado;O
 na;O
 Alcobaça;LOCATION
 (;O
 Anchieta;LOCATION
 );O
 e;O
 líderes;PERSON
 do;O
 tráfico;O
 ,;O
 estava;O
 em;O
 um;O
 baile-funk;O
 nesta;O
 comunidade;PERSON
 ,;O
 e;O
 se;O
 deslocaram;O
 para;O
 via;O
 light;O
 onde;O
 ordenou;O
 a;O
 execução;O
 /;O
 Esses;O
 dois;O
 outros;O
 jovens;PERSON
 viciados;O
 ,;O
 citados;O
 a;O
 cima;O
 ,;O
 foram;O
 metralhados;O
 e;O
 seus;O
 corpos;O
 jogados;O
 em;O
 um;O
 poço;O
 no;O
 muro;O
 da;O
 metalúrgica;O
 Apolo;PERSON
 .;O
 /;O
 No;O
 dia;O
 08/08/2016;O
 um;O
 outro;O
 jovem;PERSON
 foi;O
 assassinado;O
 na;O
 rua;LOCATION
 manhama;O
 em;O
 Anchieta;LOCATION
 por;O
 soldados;PERSON
 liderados;O
 por;O
 esse;O
 mesmo;O
 grupo;ORGANIZATION
 .;O
 Enfim;O
 !;O
 Senhores;PERSON
 têm;O
 fotos;O
 dos;O
 03;O
 três;O
 meliantes;PERSON
 .;O
 São;O
 diversos;O
 crimes;O
 que;O
 estão;O
 associados;ORGANIZATION
 a;O
 esses;O
 meliantes;PERSON
 ,;O
 onde;O
 os;O
 mesmos;O
 sempre;O
 prometem;O
 nas;O
 redes;O
 sociais;O
 cometerem;O
 novos;O
 crimes;O
 .;O
 Todos;O
 os;O
 dias;O
 vemos;O
 relatos;O
 de;O
 POLICIAIS;O
 mortos;O
 ,;O
 é;O
 pela;O
 impunidade;O
 ,;O
 que;O
 estes;O
 ,;O
 que;O
 continuam;O
 a;O
 matá-los;O
 .;O
 .;O
 .;O
 e;O
 até;O
 mesmo;O
 ,;O
 com;O
 as;O
 simples;O
 histórias;O
 dos;O
 crimes;O
 cometidos;O
 ,;O
 onde;O
 mostram;O
 a;O
 novos;O
 soldados;PERSON
 que;O
 são;O
 o;O
 máximo;O
 !;O
 Espero;O
 que;O
 a;O
 DH;ORGANIZATION
 ou;O
 qualquer;O
 especializada;O
 :;O
 CORE;ORGANIZATION
 ,;O
 BOPE;ORGANIZATION
 ou;O
 Choque;ORGANIZATION
 que;O
 não;O
 estejam;O
 ligados;O
 à;O
 os;O
 batalhões;ORGANIZATION
 21°;O
 e;O
 41°;O
 os;O
 prendam;O
 ou;O
 em;O
 caso;O
 de;O
 reação;O
 ,;O
 mate-os;O
 .;O
 Pois;O
 são;O
 assassinos;PERSON
 cruéis;O
 !;O
 !;O
 !;O
 .;O
 .;O
 .;O
 "";O
"
""";O
 Inabilidade;O
 Perceptiva;O
 Própria;O
 .;O
 Inquilino;O
 de;O
 visão;O
 própria;O
 escura;O
 quando;O
 induzido;O
 à;O
 delitos;O
 ,;O
 ilícitos;PERSON
 ou;O
 indignidades;O
 .;O
 Fora;O
 de;O
 30min;O
 .;O
 induzido;O
